co_id_comprobante	co_estatus	co_id_emisor	co_num_comprobante	co_codigo_tipo_documento	DescripcionEstatus	em_nemonico	em_pais
267002148379973444	61	1747	0002-005-0000104116	01	RechazadoLicencia	COFA	507
267002148380407545	61	1747	0002-005-0000104117	01	RechazadoLicencia	COFA	507
267002148380778446	61	1747	0002-005-0000104118	01	RechazadoLicencia	COFA	507
261021148380862559	15	706	0001-001-0000036403	01	NoAutorizado	MRPT	507
267002148380560550	61	665	0011-001-0024578312	01	RechazadoLicencia	PASL	507
267002148381222851	61	665	0011-001-0024578313	01	RechazadoLicencia	PASL	507
267002148380538579	61	1747	0003-002-0200709032	01	RechazadoLicencia	COFA	507
267002148380906180	61	1747	0003-002-0200709033	01	RechazadoLicencia	COFA	507
267002148381449677	61	665	0001-001-0013833445	01	RechazadoLicencia	PASL	507
267002148381944566	61	665	0002-001-0014241087	01	RechazadoLicencia	PASL	507
267002148381677037	61	665	0006-001-0017150958	01	RechazadoLicencia	PASL	507
267002148381220347	61	1747	0002-005-0000104119	01	RechazadoLicencia	COFA	507
267002148381632748	61	1747	0002-005-0000104120	01	RechazadoLicencia	COFA	507
267002148382083849	61	1747	0002-005-0000104121	01	RechazadoLicencia	COFA	507
267002148560728724	61	665	0003-001-0015295103	01	RechazadoLicencia	PASL	507
267002148560956525	61	665	0003-001-0015295104	01	RechazadoLicencia	PASL	507
267002148382004352	61	665	0011-001-0024578314	01	RechazadoLicencia	PASL	507
267002148382498881	61	1747	0003-002-0200709034	01	RechazadoLicencia	COFA	507
267002148382804682	61	1747	0003-002-0200709035	01	RechazadoLicencia	COFA	507
267002148381812578	61	665	0001-001-0013833446	01	RechazadoLicencia	PASL	507
267002148382316479	61	665	0001-001-0013833447	01	RechazadoLicencia	PASL	507
