co_id_comprobante	co_estatus	co_id_emisor	co_num_comprobante	co_codigo_tipo_documento	DescripcionEstatus	em_nemonico	em_pais
267002148382962080	61	665	0001-001-0013833448	01	RechazadoLicencia	PASL	507
267002148382284438	61	665	0006-001-0017150959	01	RechazadoLicencia	PASL	507
267002148382758339	61	665	0006-001-0017150960	01	RechazadoLicencia	PASL	507
267002148383142150	61	1747	0002-005-0000104122	01	RechazadoLicencia	COFA	507
26714856314127729	20	644	1901-003-0000081540	01	EnProcesamientoAut	JJSA	507
267002148561887526	61	665	0003-001-0015295105	01	RechazadoLicencia	PASL	507
263148148383905222	50	1743	0000-000-0000000000	NULL	Error	CAPA	507
267002148383565151	61	1747	0002-005-0000104123	01	RechazadoLicencia	COFA	507
263148148383946826	50	1743	0000-000-0000000000	NULL	Error	CAPA	507
267002148382284438	61	665	0006-001-0017150959	01	RechazadoLicencia	PASL	507
267002148382758339	61	665	0006-001-0017150960	01	RechazadoLicencia	PASL	507
267002148383142150	61	1747	0002-005-0000104122	01	RechazadoLicencia	COFA	507
26714856314127729	20	644	1901-003-0000081540	01	EnProcesamientoAut	JJSA	507
267002148561887526	61	665	0003-001-0015295105	01	RechazadoLicencia	PASL	507
263148148383905222	50	1743	0000-000-0000000000	NULL	Error	CAPA	507
267002148383565151	61	1747	0002-005-0000104123	01	RechazadoLicencia	COFA	507
263148148383946826	50	1743	0000-000-0000000000	NULL	Error	CAPA	507
267002148382802853	61	665	0011-001-0024578315	01	RechazadoLicencia	PASL	507
267002148383017454	61	665	0011-001-0024578316	01	RechazadoLicencia	PASL	507
267002148383441155	61	665	0011-001-0024578317	01	RechazadoLicencia	PASL	507
267002148383231083	61	1747	0003-001-0200589359	01	RechazadoLicencia	COFA	507
267002148384066684	61	1747	0003-002-0200709036	01	RechazadoLicencia	COFA	507
267002148384093081	61	665	0001-001-0013833449	01	RechazadoLicencia	PASL	507
267002148383854967	61	665	0002-001-0014241088	01	RechazadoLicencia	PASL	507
267002148384461651	61	665	0009-001-0020439937	01	RechazadoLicencia	PASL	507
267002148563066027	61	665	0003-001-0015295106	01	RechazadoLicencia	PASL	507
267002148384248252	61	1747	0002-005-0000104124	01	RechazadoLicencia	COFA	507
267002148384673753	61	1747	0002-003-0000836493	01	RechazadoLicencia	COFA	507
267002148384343356	61	665	0011-001-0024578318	01	RechazadoLicencia	PASL	507
267002148384606086	61	1747	0003-001-0200589360	01	RechazadoLicencia	COFA	507
267002148384879987	61	1747	0003-001-0200589361	01	RechazadoLicencia	COFA	507
267002148384335985	61	1747	0003-002-0200709037	01	RechazadoLicencia	COFA	507
267002148564817868	15	658	0002-001-0000002435	01	NoAutorizado	HATR	507
267002148384606082	61	665	0001-001-0013833450	01	RechazadoLicencia	PASL	507
267002148385193483	61	665	0001-001-0013833451	01	RechazadoLicencia	PASL	507
267002148384585552	61	665	0009-001-0020439938	01	RechazadoLicencia	PASL	507
267002148384652053	61	665	0009-001-0020439939	01	RechazadoLicencia	PASL	507
267002148564164328	61	665	0003-001-0015295107	01	RechazadoLicencia	PASL	507
267002148384910554	61	1747	0002-005-0000104125	01	RechazadoLicencia	COFA	507
267002148385285056	61	1747	0002-005-0000104126	01	RechazadoLicencia	COFA	507
267002148385587357	61	1747	0002-005-0000104127	01	RechazadoLicencia	COFA	507
267002148385148755	61	1747	0002-003-0000836494	01	RechazadoLicencia	COFA	507
267002148385686958	61	1747	0002-003-0000836495	01	RechazadoLicencia	COFA	507
267002148385997559	61	1747	0002-003-0000836496	01	RechazadoLicencia	COFA	507
267002148385372857	61	665	0011-001-0024578319	01	RechazadoLicencia	PASL	507
267002148386118490	61	1747	0003-001-0200589362	01	RechazadoLicencia	COFA	507
267002148386443191	61	1747	0003-001-0200589363	01	RechazadoLicencia	COFA	507
267002148385746588	61	1747	0003-002-0200709038	01	RechazadoLicencia	COFA	507
267002148385876389	61	1747	0003-002-0200709039	01	RechazadoLicencia	COFA	507
267002148385423184	61	665	0001-001-0013833452	01	RechazadoLicencia	PASL	507
267002148566426129	61	665	0003-001-0015295108	01	RechazadoLicencia	PASL	507
267002148386769758	61	665	0011-001-0024578320	01	RechazadoLicencia	PASL	507
267002148386592960	61	1747	0002-003-0000836497	01	RechazadoLicencia	COFA	507
267002148386898292	61	1747	0003-002-0200709040	01	RechazadoLicencia	COFA	507
267002148387392393	61	1747	0003-002-0200709041	01	RechazadoLicencia	COFA	507
267002148387135068	61	665	0002-001-0014241089	01	RechazadoLicencia	PASL	507
267002148388023654	61	665	0009-001-0020439940	01	RechazadoLicencia	PASL	507
267002148567053030	61	665	0003-001-0015295109	01	RechazadoLicencia	PASL	507
267002148567518931	61	665	0003-001-0015295110	01	RechazadoLicencia	PASL	507
267002148388198821	61	665	0008-001-0018672081	01	RechazadoLicencia	PASL	507
267002148567810728	61	665	0010-001-0022088489	01	RechazadoLicencia	PASL	507
267002148388768859	61	665	0011-001-0024578321	01	RechazadoLicencia	PASL	507
267002148388235261	61	1747	0002-003-0000836498	01	RechazadoLicencia	COFA	507
267002148388575262	61	1747	0002-003-0000836499	01	RechazadoLicencia	COFA	507
267002148388662086	61	665	0001-001-0013833454	01	RechazadoLicencia	PASL	507
267002148387987885	61	665	0001-001-0013833453	01	RechazadoLicencia	PASL	507
267002148388804687	61	665	0001-001-0013833455	01	RechazadoLicencia	PASL	507
267002148388218294	61	1747	0003-002-0200709042	01	RechazadoLicencia	COFA	507
267002148388559979	61	665	0007-001-0018492396	01	RechazadoLicencia	PASL	507
267002148388741155	61	665	0009-001-0020439941	01	RechazadoLicencia	PASL	507
26714856902527731	20	644	1901-002-0000083730	01	EnProcesamientoAut	JJSA	507
26714856835317730	20	644	1901-002-0000002837	06	EnProcesamientoAut	JJSA	507
267002148388559979	61	665	0007-001-0018492396	01	RechazadoLicencia	PASL	507
267002148388741155	61	665	0009-001-0020439941	01	RechazadoLicencia	PASL	507
26714856902527731	20	644	1901-002-0000083730	01	EnProcesamientoAut	JJSA	507
26714856835317730	20	644	1901-002-0000002837	06	EnProcesamientoAut	JJSA	507
267002148389076712	15	2097	0001-001-0000103784	01	NoAutorizado	CYPP	507
267002148389664516	15	2097	0001-001-0000103788	01	NoAutorizado	CYPP	507
267002148389182360	61	665	0011-001-0024578322	01	RechazadoLicencia	PASL	507
267002148389758061	61	665	0011-001-0024578323	01	RechazadoLicencia	PASL	507
267002148390172863	61	1747	0002-003-0000836500	01	RechazadoLicencia	COFA	507
267002148389721688	61	665	0001-001-0013833456	01	RechazadoLicencia	PASL	507
267002148390200389	61	665	0001-001-0013833457	01	RechazadoLicencia	PASL	507
267002148389744696	61	1747	0003-001-0200589364	01	RechazadoLicencia	COFA	507
267002148389344695	61	1747	0003-002-0200709043	01	RechazadoLicencia	COFA	507
267002148389815297	61	1747	0003-002-0200709044	01	RechazadoLicencia	COFA	507
267002148389737069	61	665	0002-001-0014241090	01	RechazadoLicencia	PASL	507
267002148389801656	61	665	0009-001-0020439942	01	RechazadoLicencia	PASL	507
267002148569447132	61	665	0003-001-0015295111	01	RechazadoLicencia	PASL	507
267002148570668429	61	665	0010-001-0022088490	01	RechazadoLicencia	PASL	507
267002148390425262	61	665	0011-001-0024578324	01	RechazadoLicencia	PASL	507
267002148391209663	61	665	0011-001-0024578325	01	RechazadoLicencia	PASL	507
26714857064480001	20	644	1902-001-0000081320	01	EnProcesamientoAut	JJSA	507
267002148390728864	61	1747	0002-003-0000836501	01	RechazadoLicencia	COFA	507
267002148391009265	61	1747	0002-003-0000836502	01	RechazadoLicencia	COFA	507
267002148390746580	61	665	0007-001-0018492397	01	RechazadoLicencia	PASL	507
267002148391552070	61	665	0002-001-0014241091	01	RechazadoLicencia	PASL	507
267002148390695540	61	665	0006-001-0017150961	01	RechazadoLicencia	PASL	507
267002148570771034	61	665	0003-001-0015295112	01	RechazadoLicencia	PASL	507
267002148570491633	61	665	0003-001-0015295113	01	RechazadoLicencia	PASL	507
263123148392624356	50	1743	0000-000-0000000000	NULL	Error	CAPA	507
267002148391874164	61	665	0011-001-0024578326	01	RechazadoLicencia	PASL	507
267002148392348165	61	665	0011-001-0024578327	01	RechazadoLicencia	PASL	507
263123148392975175	50	1743	0000-000-0000000000	NULL	Error	CAPA	507
267002148391878990	61	665	0001-001-0013833458	01	RechazadoLicencia	PASL	507
267002148392302891	61	665	0001-001-0013833459	01	RechazadoLicencia	PASL	507
267002148391758899	61	1747	0003-001-0200589365	01	RechazadoLicencia	COFA	507
267002148392361602	61	1747	0003-001-0200589366	01	RechazadoLicencia	COFA	507
267002148391558898	61	1747	0003-002-0200709045	01	RechazadoLicencia	COFA	507
267002148391889401	61	1747	0003-002-0200709046	01	RechazadoLicencia	COFA	507
267002148392624803	61	1747	0003-002-0200709047	01	RechazadoLicencia	COFA	507
267002148391624466	61	1747	0002-005-0000104128	01	RechazadoLicencia	COFA	507
267002148392229669	61	1747	0002-005-0000104129	01	RechazadoLicencia	COFA	507
267002148392538771	61	1747	0002-005-0000104130	01	RechazadoLicencia	COFA	507
267002148391830071	61	665	0002-001-0014241092	01	RechazadoLicencia	PASL	507
267002148391625267	61	1747	0002-003-0000836503	01	RechazadoLicencia	COFA	507
267002148392077868	61	1747	0002-003-0000836504	01	RechazadoLicencia	COFA	507
267002148391951041	61	665	0006-001-0017150962	01	RechazadoLicencia	PASL	507
267002148392398770	61	1747	0002-003-0000836505	01	RechazadoLicencia	COFA	507
267002148571586535	61	665	0003-001-0015295114	01	RechazadoLicencia	PASL	507
267002148572455130	61	665	0010-001-0022088491	01	RechazadoLicencia	PASL	507
267002148572896931	61	665	0010-001-0022088492	01	RechazadoLicencia	PASL	507
267002148393874942	61	665	0006-001-0017150963	01	RechazadoLicencia	PASL	507
267002148394140043	61	665	0006-001-0017150964	01	RechazadoLicencia	PASL	507
267002148392939172	61	1747	0002-005-0000104131	01	RechazadoLicencia	COFA	507
267002148393826673	61	1747	0002-005-0000104132	01	RechazadoLicencia	COFA	507
267002148393840474	61	1747	0002-003-0000836506	01	RechazadoLicencia	COFA	507
267002148574368232	61	665	0010-001-0022088493	01	RechazadoLicencia	PASL	507
267002148394374566	61	665	0011-001-0024578328	01	RechazadoLicencia	PASL	507
267002148394685467	61	665	0011-001-0024578329	01	RechazadoLicencia	PASL	507
267002148394126992	61	665	0001-001-0013833460	01	RechazadoLicencia	PASL	507
267002148394305693	61	665	0001-001-0013833461	01	RechazadoLicencia	PASL	507
267002148394732794	61	665	0001-001-0013833462	01	RechazadoLicencia	PASL	507
267002148394387304	61	1747	0003-001-0200589367	01	RechazadoLicencia	COFA	507
267002148394746106	61	1747	0003-001-0200589368	01	RechazadoLicencia	COFA	507
267002148394453505	61	1747	0003-002-0200709048	01	RechazadoLicencia	COFA	507
267002148394501281	61	665	0007-001-0018492398	01	RechazadoLicencia	PASL	507
267002148574763010	15	1996	0006-001-0000041232	01	NoAutorizado	HEST	507
267002148394215957	61	665	0009-001-0020439943	01	RechazadoLicencia	PASL	507
267002148395264476	61	1747	0002-005-0000104133	01	RechazadoLicencia	COFA	507
267002148395017775	61	1747	0002-003-0000836507	01	RechazadoLicencia	COFA	507
267002148394126992	61	665	0001-001-0013833460	01	RechazadoLicencia	PASL	507
267002148394305693	61	665	0001-001-0013833461	01	RechazadoLicencia	PASL	507
267002148394732794	61	665	0001-001-0013833462	01	RechazadoLicencia	PASL	507
267002148394387304	61	1747	0003-001-0200589367	01	RechazadoLicencia	COFA	507
267002148394746106	61	1747	0003-001-0200589368	01	RechazadoLicencia	COFA	507
267002148394453505	61	1747	0003-002-0200709048	01	RechazadoLicencia	COFA	507
267002148394501281	61	665	0007-001-0018492398	01	RechazadoLicencia	PASL	507
267002148574763010	15	1996	0006-001-0000041232	01	NoAutorizado	HEST	507
267002148394215957	61	665	0009-001-0020439943	01	RechazadoLicencia	PASL	507
267002148395264476	61	1747	0002-005-0000104133	01	RechazadoLicencia	COFA	507
267002148395017775	61	1747	0002-003-0000836507	01	RechazadoLicencia	COFA	507
267002148574038036	61	665	0003-001-0015295115	01	RechazadoLicencia	PASL	507
267002148574723037	61	665	0003-001-0015295116	01	RechazadoLicencia	PASL	507
267002148575035933	61	665	0010-001-0022088494	01	RechazadoLicencia	PASL	507
267002148575374534	61	665	0010-001-0022088495	01	RechazadoLicencia	PASL	507
267002148395737868	61	665	0011-001-0024578330	01	RechazadoLicencia	PASL	507
267002148395725595	61	665	0001-001-0013833463	01	RechazadoLicencia	PASL	507
267002148396088696	61	665	0001-001-0013833464	01	RechazadoLicencia	PASL	507
267002148396261997	61	665	0001-001-0013833465	01	RechazadoLicencia	PASL	507
267002148395899307	61	1747	0003-001-0200589369	01	RechazadoLicencia	COFA	507
267002148395979208	61	1747	0003-002-0200709049	01	RechazadoLicencia	COFA	507
267002148395731882	61	665	0007-001-0018492399	01	RechazadoLicencia	PASL	507
267002148396018483	61	665	0007-001-0018492400	01	RechazadoLicencia	PASL	507
267002148396527344	61	665	0006-001-0017150965	01	RechazadoLicencia	PASL	507
267002148396224977	61	1747	0002-005-0000104134	01	RechazadoLicencia	COFA	507
267002148575271138	61	665	0003-001-0015295117	01	RechazadoLicencia	PASL	507
267002148396679678	61	1747	0002-005-0000104135	01	RechazadoLicencia	COFA	507
267002148575946739	61	665	0003-001-0015295118	01	RechazadoLicencia	PASL	507
267002148396931979	61	1747	0002-003-0000836508	01	RechazadoLicencia	COFA	507
267002148396687969	61	665	0011-001-0024578331	01	RechazadoLicencia	PASL	507
267002148397098470	61	665	0011-001-0024578332	01	RechazadoLicencia	PASL	507
267002148396904698	61	665	0001-001-0013833466	01	RechazadoLicencia	PASL	507
267002148396745309	61	1747	0003-002-0200709050	01	RechazadoLicencia	COFA	507
267002148397448984	61	665	0007-001-0018492401	01	RechazadoLicencia	PASL	507
267002148397644772	61	665	0002-001-0014241093	01	RechazadoLicencia	PASL	507
267002148397081358	61	665	0009-001-0020439944	01	RechazadoLicencia	PASL	507
261010148398144858	12	1602	0001-108-0000078873	01	ErrorEnvioAutorizador	SITR	507
267002148576277440	61	665	0003-001-0015295119	01	RechazadoLicencia	PASL	507
267002148397438881	61	1747	0002-002-0000441683	01	RechazadoLicencia	COFA	507
267002148577127835	61	665	0010-001-0022088496	01	RechazadoLicencia	PASL	507
267002148397118180	61	1747	0002-003-0000836509	01	RechazadoLicencia	COFA	507
267002148577979436	61	665	0010-001-0022088497	01	RechazadoLicencia	PASL	507
267002148397892082	61	1747	0002-003-0000836510	01	RechazadoLicencia	COFA	507
267002148398225683	61	1747	0002-003-0000836511	01	RechazadoLicencia	COFA	507
267002148398382184	61	1747	0002-003-0000836512	01	RechazadoLicencia	COFA	507
26714857792257732	20	644	1901-002-0000002838	06	EnProcesamientoAut	JJSA	507
26714857854047733	20	644	1901-002-0000083731	01	EnProcesamientoAut	JJSA	507
267002148397882899	61	665	0001-001-0013833467	01	RechazadoLicencia	PASL	507
267002148398185201	61	665	0001-001-0013833468	01	RechazadoLicencia	PASL	507
267002148398598202	61	665	0001-001-0013833469	01	RechazadoLicencia	PASL	507
267002148398277210	61	1747	0003-002-0200709051	01	RechazadoLicencia	COFA	507
267002148398047173	61	665	0002-001-0014241094	01	RechazadoLicencia	PASL	507
267002148398574674	61	665	0002-001-0014241095	01	RechazadoLicencia	PASL	507
267002148578262641	61	665	0003-001-0015295120	01	RechazadoLicencia	PASL	507
267002148398510685	61	1747	0002-002-0000441684	01	RechazadoLicencia	COFA	507
267002148398869986	61	1747	0002-002-0000441685	01	RechazadoLicencia	COFA	507
267002148399664689	61	1747	0002-002-0000441686	01	RechazadoLicencia	COFA	507
267002148398921887	61	1747	0002-003-0000836513	01	RechazadoLicencia	COFA	507
267002148399446488	61	1747	0002-003-0000836514	01	RechazadoLicencia	COFA	507
267002148399392103	61	665	0001-001-0013833470	01	RechazadoLicencia	PASL	507
267002148399028811	61	1747	0003-002-0200709052	01	RechazadoLicencia	COFA	507
267002148399071459	61	665	0009-001-0020439945	01	RechazadoLicencia	PASL	507
267002148578833242	61	665	0003-001-0015295121	01	RechazadoLicencia	PASL	507
267002148579919443	61	665	0003-001-0015295122	01	RechazadoLicencia	PASL	507
267002148577372816	4	1996	0004-001-0000043992	01	Autorizado	HEST	507
267002148397060442	4	2142	0002-001-0000012775	01	Autorizado	VFAM	507
267002148397442643	4	2142	0002-001-0000012776	01	Autorizado	VFAM	507
267002148577506626	4	1996	0002-001-0000046083	01	Autorizado	HEST	507
267002148578052648	4	1996	0007-002-0000056657	01	Autorizado	HEST	507
267002148578613136	4	1996	0003-001-0000054848	01	Autorizado	HEST	507
267002148578835511	4	1996	0006-001-0000041233	01	Autorizado	HEST	507
267002148578948417	4	1996	0004-001-0000043993	01	Autorizado	HEST	507
267002148579396012	4	1996	0006-001-0000041234	01	Autorizado	HEST	507
261178148398454899	4	591	0001-005-0000016968	01	Autorizado	BRRE	507
267002148579851927	4	1996	0002-001-0000046084	01	Autorizado	HEST	507
267002148579481337	4	1996	0003-001-0000054849	01	Autorizado	HEST	507
267002148579884449	4	1996	0007-002-0000056658	01	Autorizado	HEST	507
267002148580292528	4	1996	0002-001-0000046085	01	Autorizado	HEST	507
267002148580089313	4	1996	0006-001-0000041235	01	Autorizado	HEST	507
261059148400662389	4	653	0001-109-0000135461	01	Autorizado	CHAM	507
267002148580971629	4	1996	0002-001-0000046086	01	Autorizado	HEST	507
267002148580889307	4	1996	0005-001-0000067193	01	Autorizado	HEST	507
267002148580681314	4	1996	0006-001-0000041236	01	Autorizado	HEST	507
261059148401471590	4	653	0001-109-0000135462	01	Autorizado	CHAM	507
267002148400542744	4	2142	0002-001-0000012777	01	Autorizado	VFAM	507
261010148401667259	4	1602	0001-108-0000078874	01	Autorizado	SITR	507
267002148579329615	4	2119	PC03-001-0000000233	01	Autorizado	ADOC	507
267002148400252301	4	2119	PC01-002-0000000727	01	Autorizado	ADOC	507
267002148581868908	4	1996	0005-001-0000067194	01	Autorizado	HEST	507
267002148582043515	4	1996	0006-001-0000041237	01	Autorizado	HEST	507
261018148403075679	4	2071	0001-113-0000012073	01	Autorizado	HPOP	507
267002148582589509	4	1996	0005-001-0000067195	01	Autorizado	HEST	507
267002148582948116	4	1996	0006-001-0000041238	01	Autorizado	HEST	507
267002148583161836	4	1996	0001-001-0000061513	01	Autorizado	HEST	507
261178148403279912	4	591	0001-005-0000016969	01	Autorizado	BRRE	507
261178148402996111	4	826	0000-001-0000001373	01	Autorizado	ACSE	507
267002148583580710	4	1996	0005-001-0000067196	01	Autorizado	HEST	507
267002148582803508	4	1996	0008-002-0000006383	01	Autorizado	HEST	507
267002148583800150	4	1996	0007-002-0000056659	01	Autorizado	HEST	507
267002148403882045	4	2142	0002-001-0000012778	01	Autorizado	VFAM	507
261010148404367160	4	1602	0001-120-0000052480	01	Autorizado	SITR	507
261178148404179017	4	591	0001-005-0000016970	01	Autorizado	BRRE	507
261178148341220168	4	1585	0008-001-0000002292	01	Autorizado	ARAV	507
267002148584331171	4	658	0002-001-0000018824	01	Autorizado	HATR	507
267002148404769501	4	2119	PC01-001-0000002296	01	Autorizado	ADOC	507
267002148585198001	4	1996	0005-002-0000032812	01	Autorizado	HEST	507
267002148585552302	4	1996	0005-002-0000032813	01	Autorizado	HEST	507
267002148584605537	4	1996	0001-001-0000061514	01	Autorizado	HEST	507
267002148585139951	4	1996	0007-002-0000056660	01	Autorizado	HEST	507
267002148585487552	4	1996	0007-002-0000056661	01	Autorizado	HEST	507
261010148406191861	4	1602	0001-108-0000078875	01	Autorizado	SITR	507
267002148586133303	4	1996	0005-002-0000032814	01	Autorizado	HEST	507
267002148586247011	4	1996	0005-001-0000067197	01	Autorizado	HEST	507
267002148583845409	4	1996	0008-002-0000006384	01	Autorizado	HEST	507
267002148586383704	4	1996	0005-002-0000032815	01	Autorizado	HEST	507
261178148406309322	4	1585	0008-001-0000002293	01	Autorizado	ARAV	507
261059148406974791	4	653	0001-109-0000135463	01	Autorizado	CHAM	507
267002148586858238	4	1996	0003-001-0000054850	01	Autorizado	HEST	507
267002148587206805	4	1996	0005-002-0000032816	01	Autorizado	HEST	507
267002148587144553	4	1996	0007-002-0000056662	01	Autorizado	HEST	507
267002148406563402	4	2119	PC01-001-0000002297	01	Autorizado	ADOC	507
267002148407686703	4	2119	PC01-001-0000002298	01	Autorizado	ADOC	507
267002148588043639	4	1996	0003-001-0000054851	01	Autorizado	HEST	507
261178148407220125	4	591	0001-005-0000016971	01	Autorizado	BRRE	507
267002148588493330	4	1996	0002-001-0000046087	01	Autorizado	HEST	507
261010148408817962	4	1602	0001-108-0000078876	01	Autorizado	SITR	507
267002148588519312	4	1996	0005-001-0000067198	01	Autorizado	HEST	507
267002148409016411	4	1996	0005-003-0000042548	01	Autorizado	HEST	507
267002148588869172	4	658	0002-001-0000018825	01	Autorizado	HATR	507
267002148589114518	4	1996	0004-001-0000043994	01	Autorizado	HEST	507
267002148589144540	4	1996	0003-001-0000054852	01	Autorizado	HEST	507
261010148409314263	4	1602	0001-108-0000078877	01	Autorizado	SITR	507
267002148589474213	4	1996	0005-001-0000067199	01	Autorizado	HEST	507
261059148409583892	4	653	0001-109-0000135464	01	Autorizado	CHAM	507
267002148589851331	4	1996	0002-001-0000046088	01	Autorizado	HEST	507
267002148590230314	4	1996	0005-001-0000067200	01	Autorizado	HEST	507
261059148410536393	4	653	0001-109-0000135465	01	Autorizado	CHAM	507
261010148410654664	4	1602	0001-108-0000078878	01	Autorizado	SITR	507
261178148410050532	4	1585	0008-001-0000002294	01	Autorizado	ARAV	507
